Adm_No,Name,Gender,Class,total_marks,avg_marks,attendance_rate
10362,Student_10362,Other,III,614.4,68.26666666666667,100.0
10363,Student_10363,Other,I,,,100.0
10364,Student_10364,Male,II,227.2,75.73333333333333,0.0
10365,Student_10365,Other,III,172.70000000000002,57.56666666666667,0.0
10366,Student_10366,Male,I,153.70000000000002,51.23333333333334,100.0
10367,Student_10367,Other,II,141.5,47.166666666666664,0.0
10368,Student_10368,Male,III,311.0,51.833333333333336,100.0
10369,Student_10369,Male,I,,,100.0
10370,Student_10370,Male,II,252.89999999999998,84.3,100.0
10371,Student_10371,Male,III,,,0.0
10372,Student_10372,Female,I,92.8,30.933333333333334,0.0
10373,Student_10373,Female,II,,,0.0
10374,Student_10374,Other,III,246.0,82.0,0.0
10375,Student_10375,Male,I,,,100.0
10376,Student_10376,Male,II,165.1,55.03333333333333,0.0
10377,Student_10377,Male,III,,,100.0
10378,Student_10378,Male,I,466.20000000000005,77.7,100.0
10379,Student_10379,Other,II,245.6,40.93333333333333,0.0
10380,Student_10380,Female,III,215.6,35.93333333333333,100.0
10381,Student_10381,Male,I,228.0,76.0,100.0
10382,Student_10382,Male,II,215.2,71.73333333333333,0.0
10383,Student_10383,Other,III,177.0,59.0,100.0
10384,Student_10384,Female,I,285.7,95.23333333333333,0.0
10385,Student_10385,Male,II,,,100.0
10386,Student_10386,Other,III,182.1,60.699999999999996,100.0
10387,Student_10387,Male,I,184.8,61.6,100.0
10388,Student_10388,Male,II,166.3,55.43333333333334,0.0
10389,Student_10389,Other,III,,,0.0
10390,Student_10390,Female,I,281.4,93.8,100.0
10391,Student_10391,Male,II,96.4,48.2,100.0
10392,Student_10392,Other,III,127.5,42.5,0.0
10393,Student_10393,Male,I,,,100.0
10394,Student_10394,Other,II,180.6,60.199999999999996,0.0
10395,Student_10395,Female,III,250.5,83.5,100.0
10396,Student_10396,Other,I,159.4,53.13333333333333,0.0
10397,Student_10397,Other,II,156.5,52.166666666666664,0.0
10398,Student_10398,Other,III,186.7,62.23333333333333,0.0
10399,Student_10399,Other,I,,,0.0
10400,Student_10400,Female,II,257.4,85.8,100.0
10401,Student_10401,Male,III,120.0,40.0,100.0
10402,Student_10402,Female,I,168.6,56.199999999999996,100.0
10403,Student_10403,Female,II,,,0.0
10404,Student_10404,Other,III,428.2,71.36666666666666,100.0
10405,Student_10405,Male,I,,,100.0
10406,Student_10406,Other,II,259.9,86.63333333333333,100.0
10407,Student_10407,Female,III,,,100.0
10408,Student_10408,Other,I,271.4,90.46666666666665,0.0
10409,Student_10409,Female,II,245.4,81.8,100.0
10410,Student_10410,Female,III,285.0,47.5,0.0
10411,Student_10411,Male,I,179.9,59.96666666666667,100.0
10412,Student_10412,Other,II,120.9,40.300000000000004,0.0
10413,Student_10413,Male,III,,,0.0
10414,Student_10414,Male,I,256.6,85.53333333333335,0.0
10415,Student_10415,Female,II,,,100.0
10416,Student_10416,Male,III,151.3,50.43333333333334,100.0
10417,Student_10417,Other,I,,,0.0
10418,Student_10418,Female,II,153.0,76.5,100.0
10419,Student_10419,Male,III,,,0.0
10420,Student_10420,Male,I,127.0,63.5,100.0
10421,Student_10421,Male,II,,,100.0
10422,Student_10422,Female,III,250.1,83.36666666666666,100.0
10423,Student_10423,Female,I,,,0.0
10424,Student_10424,Male,II,175.0,58.333333333333336,100.0
10425,Student_10425,Other,III,,,100.0
10426,Student_10426,Female,I,245.1,81.7,0.0
10427,Student_10427,Female,II,281.8,93.93333333333334,100.0
10428,Student_10428,Female,III,208.7,69.56666666666666,0.0
10429,Student_10429,Female,I,,,0.0
10430,Student_10430,Male,II,504.20000000000005,84.03333333333335,100.0
10431,Student_10431,Other,III,178.4,59.46666666666667,100.0
10432,Student_10432,Male,I,195.0,65.0,100.0
10433,Student_10433,Male,II,,,100.0
10434,Student_10434,Female,III,384.4,64.06666666666666,100.0
10435,Student_10435,Other,I,,,0.0
10436,Student_10436,Other,II,245.2,81.73333333333333,0.0
10437,Student_10437,Male,III,,,0.0
10438,Student_10438,Female,I,283.8,94.60000000000001,100.0
10439,Student_10439,Female,II,,,0.0
10440,Student_10440,Male,III,85.9,28.633333333333336,0.0
10441,Student_10441,Other,I,,,100.0
10442,Student_10442,Male,II,188.2,62.73333333333333,100.0
10443,Student_10443,Male,III,,,0.0
10444,Student_10444,Male,I,127.7,42.56666666666667,100.0
10445,Student_10445,Other,II,,,0.0
10446,Student_10446,Male,III,184.0,30.666666666666668,100.0
10447,Student_10447,Other,I,,,0.0
10448,Student_10448,Other,II,123.80000000000001,41.26666666666667,100.0
10449,Student_10449,Male,III,,,0.0
10450,Student_10450,Male,I,264.3,88.10000000000001,100.0
10451,Student_10451,Other,II,146.6,48.86666666666667,100.0
10452,Student_10452,Male,III,250.8,41.800000000000004,0.0
10453,Student_10453,Female,I,,,100.0
10454,Student_10454,Other,II,336.2,56.03333333333333,100.0
10455,Student_10455,Male,III,181.6,60.53333333333333,0.0
10456,Student_10456,Female,I,132.3,44.1,0.0
10457,Student_10457,Female,II,,,0.0
10458,Student_10458,Female,III,323.0,53.833333333333336,100.0
10459,Student_10459,Other,I,262.2,87.39999999999999,100.0
10460,Student_10460,Female,II,403.0,67.16666666666667,0.0
10461,Student_10461,Male,III,,,0.0
10462,Student_10462,Other,I,238.5,79.5,100.0
10463,Student_10463,Female,II,236.4,78.8,100.0
10464,Student_10464,Male,III,192.4,64.13333333333334,0.0
10465,Student_10465,Female,I,,,0.0
10466,Student_10466,Male,II,240.3,80.10000000000001,100.0
10467,Student_10467,Female,III,,,100.0
10468,Student_10468,Other,I,204.1,68.03333333333333,100.0
10469,Student_10469,Male,II,82.1,27.366666666666664,100.0
10470,Student_10470,Other,III,536.2,89.36666666666667,0.0
10471,Student_10471,Other,I,,,100.0
10472,Student_10472,Other,II,232.0,77.33333333333333,100.0
10473,Student_10473,Female,III,210.8,70.26666666666667,100.0
10474,Student_10474,Male,I,344.4,57.4,100.0
10475,Student_10475,Male,II,,,100.0
10476,Student_10476,Other,III,135.0,45.0,0.0
10477,Student_10477,Female,I,,,0.0
10478,Student_10478,Female,II,208.4,69.46666666666667,0.0
10479,Student_10479,Other,III,,,100.0
10480,Student_10480,Other,I,186.9,62.300000000000004,100.0
10481,Student_10481,Other,II,,,100.0
10482,Student_10482,Other,III,230.0,76.66666666666667,0.0
10483,Student_10483,Other,I,150.1,50.03333333333333,0.0
10484,Student_10484,Male,II,288.4,96.13333333333333,0.0
10485,Student_10485,Male,III,,,100.0
10486,Student_10486,Male,I,279.0,46.5,0.0
10487,Student_10487,Female,II,529.4,88.23333333333333,100.0
10488,Student_10488,Female,III,217.60000000000002,72.53333333333335,0.0
10489,Student_10489,Other,I,,,0.0
10490,Student_10490,Other,II,80.19999999999999,26.73333333333333,0.0
10491,Student_10491,Other,III,98.6,32.86666666666667,0.0
10492,Student_10492,Male,I,158.1,52.699999999999996,100.0
10493,Student_10493,Other,II,390.6,65.10000000000001,0.0
10494,Student_10494,Other,III,176.0,58.666666666666664,100.0
10495,Student_10495,Other,I,,,0.0
10496,Student_10496,Female,II,129.6,43.199999999999996,100.0
10497,Student_10497,Other,III,,,0.0
10498,Student_10498,Female,I,231.4,77.13333333333334,100.0
10499,Student_10499,Male,II,,,100.0
10500,Student_10500,Female,III,249.39999999999998,83.13333333333333,100.0
10501,Student_10501,Male,I,,,100.0
10502,Student_10502,Other,II,256.9,85.63333333333333,100.0
10503,Student_10503,Male,III,,,100.0
10504,Student_10504,Male,I,228.7,76.23333333333333,100.0
10505,Student_10505,Female,II,,,100.0
10506,Student_10506,Female,III,275.7,91.89999999999999,100.0
10507,Student_10507,Female,I,173.7,57.9,100.0
10508,Student_10508,Male,II,172.60000000000002,57.53333333333334,100.0
10509,Student_10509,Female,III,,,0.0
10510,Student_10510,Other,I,244.6,81.53333333333333,100.0
10511,Student_10511,Male,II,,,0.0
10512,Student_10512,Other,III,149.6,49.86666666666667,0.0
10513,Student_10513,Male,I,281.2,46.86666666666667,100.0
10514,Student_10514,Male,II,118.4,39.46666666666667,0.0
10515,Student_10515,Other,III,195.5,65.16666666666667,0.0
10516,Student_10516,Male,I,185.5,61.833333333333336,100.0
10517,Student_10517,Female,II,238.9,79.63333333333334,0.0
10518,Student_10518,Female,III,453.6,75.60000000000001,100.0
10519,Student_10519,Female,I,,,0.0
10520,Student_10520,Female,II,206.0,68.66666666666667,100.0
10521,Student_10521,Female,III,,,0.0
10522,Student_10522,Other,I,385.8,64.3,100.0
10523,Student_10523,Female,II,,,0.0
10524,Student_10524,Female,III,166.89999999999998,55.633333333333326,0.0
10525,Student_10525,Other,I,280.8,93.60000000000001,0.0
10526,Student_10526,Female,II,143.2,47.73333333333333,0.0
10527,Student_10527,Other,III,489.4,81.56666666666666,100.0
10528,Student_10528,Other,I,432.0,72.0,100.0
10529,Student_10529,Other,II,,,0.0
10530,Student_10530,Female,III,81.7,27.233333333333334,100.0
10531,Student_10531,Female,I,214.5,71.5,0.0
10532,Student_10532,Male,II,138.1,46.03333333333333,100.0
10533,Student_10533,Male,III,,,100.0
10534,Student_10534,Male,I,243.1,81.03333333333333,100.0
10535,Student_10535,Female,II,246.2,82.06666666666666,100.0
10536,Student_10536,Male,III,376.6,62.76666666666667,100.0
10537,Student_10537,Male,I,,,0.0
10538,Student_10538,Female,II,198.1,66.03333333333333,0.0
10539,Student_10539,Female,III,,,100.0
10540,Student_10540,Male,I,264.9,88.3,0.0
10541,Student_10541,Female,II,,,0.0
10542,Student_10542,Female,III,371.0,61.833333333333336,100.0
10543,Student_10543,Male,I,,,0.0
10544,Student_10544,Male,II,113.2,37.733333333333334,0.0
10545,Student_10545,Male,III,426.8,71.13333333333334,100.0
10546,Student_10546,Other,I,131.5,43.833333333333336,0.0
10547,Student_10547,Male,II,,,100.0
10548,Student_10548,Male,III,104.69999999999999,34.9,0.0
10549,Student_10549,Male,I,,,100.0
10550,Student_10550,Female,II,224.0,74.66666666666667,100.0
10551,Student_10551,Other,III,,,0.0
10552,Student_10552,Male,I,220.6,73.53333333333333,100.0
10553,Student_10553,Other,II,,,100.0
10554,Student_10554,Male,III,229.4,76.46666666666667,100.0
10555,Student_10555,Female,I,,,0.0
10556,Student_10556,Male,II,122.1,40.699999999999996,100.0
10557,Student_10557,Male,III,,,100.0
10558,Student_10558,Female,I,252.0,84.0,100.0
10559,Student_10559,Female,II,,,100.0
10560,Student_10560,Other,III,210.8,70.26666666666667,0.0
10561,Student_10561,Female,I,,,100.0
10562,Student_10562,Male,II,377.8,62.96666666666667,100.0
10563,Student_10563,Female,III,,,0.0
10564,Student_10564,Other,I,162.9,54.300000000000004,100.0
10565,Student_10565,Female,II,,,0.0
10566,Student_10566,Female,III,207.0,69.0,100.0
10567,Student_10567,Female,I,274.1,91.36666666666667,100.0
10568,Student_10568,Female,II,297.0,99.0,100.0
10569,Student_10569,Other,III,137.8,45.93333333333334,100.0
10570,Student_10570,Female,I,139.7,46.56666666666666,100.0
10571,Student_10571,Female,II,,,0.0
10572,Student_10572,Female,III,271.8,90.60000000000001,100.0
10573,Student_10573,Female,I,244.39999999999998,81.46666666666665,0.0
10574,Student_10574,Other,II,752.6999999999999,83.63333333333333,100.0
10575,Student_10575,Other,III,145.6,48.53333333333333,0.0
10576,Student_10576,Other,I,272.5,90.83333333333333,100.0
10577,Student_10577,Female,II,179.0,59.666666666666664,0.0
10578,Student_10578,Other,III,165.1,55.03333333333333,100.0
10579,Student_10579,Male,I,330.6,55.1,100.0
10580,Student_10580,Male,II,210.7,70.23333333333333,100.0
10581,Student_10581,Male,III,,,0.0
10582,Student_10582,Female,I,211.6,70.53333333333333,100.0
10583,Student_10583,Other,II,281.3,93.76666666666667,100.0
10584,Student_10584,Male,III,140.5,46.833333333333336,0.0
10585,Student_10585,Male,I,,,100.0
10586,Student_10586,Female,II,256.4,85.46666666666665,100.0
10587,Student_10587,Other,III,,,0.0
10588,Student_10588,Male,I,265.0,44.166666666666664,100.0
10589,Student_10589,Other,II,,,100.0
10590,Student_10590,Male,III,467.8,77.96666666666667,0.0
10591,Student_10591,Male,I,,,100.0
10592,Student_10592,Female,II,277.7,92.56666666666666,100.0
10593,Student_10593,Other,III,219.8,73.26666666666667,0.0
10594,Student_10594,Other,I,491.79999999999995,81.96666666666665,100.0
10595,Student_10595,Male,II,,,0.0
10596,Student_10596,Male,III,436.4,72.73333333333333,0.0
10597,Student_10597,Female,I,,,0.0
10598,Student_10598,Female,II,291.1,97.03333333333335,100.0
10599,Student_10599,Male,III,,,0.0
10600,Student_10600,Female,I,265.4,88.46666666666665,0.0
10601,Student_10601,Male,II,242.5,80.83333333333333,0.0
10602,Student_10602,Other,III,248.6,41.43333333333333,100.0
10603,Student_10603,Male,I,177.5,59.166666666666664,0.0
10604,Student_10604,Female,II,151.7,50.56666666666666,0.0
10605,Student_10605,Female,III,,,100.0
10606,Student_10606,Male,I,194.39999999999998,64.8,100.0
10607,Student_10607,Female,II,,,100.0
10608,Student_10608,Male,III,213.4,71.13333333333334,100.0
10609,Student_10609,Female,I,,,100.0
10610,Student_10610,Female,II,192.1,64.03333333333333,100.0
10611,Student_10611,Male,III,,,100.0
10612,Student_10612,Male,I,223.0,74.33333333333333,100.0
10613,Student_10613,Male,II,,,0.0
10614,Student_10614,Other,III,419.4,69.89999999999999,100.0
10615,Student_10615,Male,I,,,100.0
10616,Student_10616,Other,II,247.6,82.53333333333333,100.0
10617,Student_10617,Female,III,,,0.0
10618,Student_10618,Other,I,106.2,17.7,0.0
10619,Student_10619,Other,II,,,100.0
10620,Student_10620,Male,III,124.19999999999999,41.4,0.0
10621,Student_10621,Female,I,,,100.0
10622,Student_10622,Other,II,263.8,87.93333333333334,0.0
10623,Student_10623,Male,III,172.7,57.56666666666666,0.0
10624,Student_10624,Female,I,340.6,56.76666666666667,0.0
10625,Student_10625,Female,II,,,100.0
10626,Student_10626,Male,III,197.6,32.93333333333333,0.0
10627,Student_10627,Other,I,,,0.0
10628,Student_10628,Male,II,279.8,46.63333333333333,100.0
10629,Student_10629,Other,III,,,100.0
10630,Student_10630,Male,I,252.3,84.10000000000001,100.0
10631,Student_10631,Female,II,,,100.0
10632,Student_10632,Female,III,181.89999999999998,60.633333333333326,0.0
10633,Student_10633,Other,I,,,100.0
10634,Student_10634,Other,II,257.2,85.73333333333333,0.0
10635,Student_10635,Other,III,192.39999999999998,64.13333333333333,0.0
10636,Student_10636,Other,I,217.20000000000002,72.4,100.0
10637,Student_10637,Other,II,185.9,61.96666666666667,0.0
10638,Student_10638,Male,III,317.6,52.93333333333334,100.0
10639,Student_10639,Other,I,,,0.0
10640,Student_10640,Female,II,218.7,72.89999999999999,0.0
10641,Student_10641,Female,III,288.9,96.3,100.0
10642,Student_10642,Male,I,155.2,51.73333333333333,100.0
10643,Student_10643,Other,II,,,100.0
10644,Student_10644,Male,III,273.9,91.3,0.0
10645,Student_10645,Female,I,,,0.0
10646,Student_10646,Male,II,250.9,83.63333333333334,100.0
10647,Student_10647,Female,III,,,0.0
10648,Student_10648,Female,I,233.7,77.89999999999999,0.0
10649,Student_10649,Female,II,,,100.0
10650,Student_10650,Female,III,196.70000000000002,65.56666666666668,0.0
10651,Student_10651,Other,I,,,0.0
10652,Student_10652,Other,II,323.4,53.9,100.0
10653,Student_10653,Female,III,,,100.0
10654,Student_10654,Other,I,334.5,37.166666666666664,0.0
10655,Student_10655,Other,II,,,100.0
10656,Student_10656,Male,III,217.2,36.199999999999996,0.0
10657,Student_10657,Female,I,,,100.0
10658,Student_10658,Other,II,289.2,96.39999999999999,0.0
10659,Student_10659,Female,III,527.8,87.96666666666665,100.0
10660,Student_10660,Male,I,367.8,40.86666666666667,100.0
10661,Student_10661,Female,II,179.3,59.76666666666667,0.0
10662,Student_10662,Female,III,233.0,38.833333333333336,0.0
10663,Student_10663,Other,I,,,0.0
10664,Student_10664,Female,II,154.2,51.4,0.0
10665,Student_10665,Male,III,,,0.0
10666,Student_10666,Male,I,80.0,26.666666666666668,0.0
10667,Student_10667,Male,II,300.0,100.0,100.0
10668,Student_10668,Male,III,555.6,61.733333333333334,100.0
10669,Student_10669,Other,I,167.5,55.833333333333336,0.0
10670,Student_10670,Male,II,461.6,76.93333333333334,0.0
10671,Student_10671,Female,III,,,0.0
10672,Student_10672,Male,I,241.3,80.43333333333334,0.0
10673,Student_10673,Female,II,214.2,71.39999999999999,0.0
10674,Student_10674,Other,III,195.0,32.5,0.0
10675,Student_10675,Female,I,90.7,30.233333333333334,0.0
10676,Student_10676,Male,II,224.4,74.8,0.0
10677,Student_10677,Other,III,,,0.0
10678,Student_10678,Female,I,296.1,98.7,100.0
10679,Student_10679,Male,II,,,100.0
10680,Student_10680,Other,III,202.1,67.36666666666666,0.0
10681,Student_10681,Other,I,,,100.0
10682,Student_10682,Female,II,681.3,75.69999999999999,100.0
10683,Student_10683,Male,III,229.7,76.56666666666666,0.0
10684,Student_10684,Female,I,192.39999999999998,64.13333333333333,100.0
10685,Student_10685,Female,II,,,0.0
10686,Student_10686,Other,III,303.6,50.6,0.0
10687,Student_10687,Other,I,156.3,52.1,100.0
10688,Student_10688,Male,II,144.1,48.03333333333333,0.0
10689,Student_10689,Female,III,,,100.0
10690,Student_10690,Male,I,256.9,85.63333333333333,100.0
10691,Student_10691,Female,II,,,0.0
10692,Student_10692,Female,III,290.3,96.76666666666667,100.0
10693,Student_10693,Female,I,,,0.0
10694,Student_10694,Female,II,485.2,80.86666666666666,100.0
10695,Student_10695,Female,III,,,0.0
10696,Student_10696,Other,I,399.0,66.5,100.0
10697,Student_10697,Female,II,,,0.0
10698,Student_10698,Male,III,473.0,78.83333333333333,100.0
10699,Student_10699,Other,I,251.1,83.7,100.0
10700,Student_10700,Female,II,286.4,95.46666666666665,0.0
10701,Student_10701,Other,III,,,100.0
10702,Student_10702,Other,I,235.39999999999998,78.46666666666665,100.0
10703,Student_10703,Male,II,,,100.0
10704,Student_10704,Other,III,135.2,45.06666666666666,100.0
10705,Student_10705,Other,I,211.0,70.33333333333333,0.0
10706,Student_10706,Male,II,265.7,88.56666666666666,0.0
10707,Student_10707,Male,III,84.8,28.266666666666666,0.0
10708,Student_10708,Male,I,269.2,89.73333333333333,0.0
10709,Student_10709,Other,II,,,0.0
10710,Student_10710,Other,III,228.7,76.23333333333333,0.0
10711,Student_10711,Male,I,,,100.0
10712,Student_10712,Female,II,116.69999999999999,38.9,0.0
10713,Student_10713,Male,III,,,0.0
10714,Student_10714,Male,I,204.10000000000002,68.03333333333335,100.0
10715,Student_10715,Male,II,,,0.0
10716,Student_10716,Male,III,172.1,57.36666666666667,0.0
10717,Student_10717,Other,I,,,100.0
10718,Student_10718,Other,II,435.2,72.53333333333333,0.0
10719,Student_10719,Male,III,,,0.0
10720,Student_10720,Female,I,558.0,93.0,100.0
10721,Student_10721,Male,II,,,100.0
10722,Student_10722,Female,III,418.4,69.73333333333333,100.0
10723,Student_10723,Other,I,,,100.0
10724,Student_10724,Other,II,151.3,50.43333333333334,100.0
10725,Student_10725,Other,III,339.2,56.53333333333333,0.0
10726,Student_10726,Male,I,440.4,73.39999999999999,0.0
10727,Student_10727,Male,II,,,100.0
10728,Student_10728,Male,III,209.0,69.66666666666667,0.0
10729,Student_10729,Male,I,,,100.0
10730,Student_10730,Female,II,597.4,99.56666666666666,100.0
10731,Student_10731,Female,III,,,100.0
10732,Student_10732,Other,I,111.1,37.03333333333333,0.0
10733,Student_10733,Male,II,,,100.0
10734,Student_10734,Male,III,296.4,98.8,100.0
10735,Student_10735,Other,I,,,0.0
10736,Student_10736,Other,II,225.7,75.23333333333333,100.0
10737,Student_10737,Female,III,148.4,49.46666666666667,0.0
10738,Student_10738,Male,I,540.6,90.10000000000001,100.0
10739,Student_10739,Female,II,450.8,75.13333333333334,0.0
10740,Student_10740,Male,III,221.6,73.86666666666666,100.0
10741,Student_10741,Female,I,115.7,38.56666666666667,100.0
10742,Student_10742,Other,II,204.60000000000002,68.2,0.0
10743,Student_10743,Male,III,,,100.0
10744,Student_10744,Male,I,155.9,51.96666666666667,100.0
10745,Student_10745,Other,II,235.8,39.300000000000004,0.0
10746,Student_10746,Male,III,174.9,58.300000000000004,0.0
10747,Student_10747,Other,I,,,100.0
10748,Student_10748,Other,II,178.4,59.46666666666667,0.0
10749,Student_10749,Female,III,769.2,64.10000000000001,0.0
10750,Student_10750,Female,I,429.6,71.60000000000001,0.0
10751,Student_10751,Female,II,141.7,47.23333333333333,0.0
10752,Student_10752,Female,III,577.8,96.3,100.0
10753,Student_10753,Other,I,,,0.0
10754,Student_10754,Other,II,198.6,66.2,0.0
10755,Student_10755,Male,III,145.1,48.36666666666667,100.0
10756,Student_10756,Male,I,297.0,49.5,0.0
10757,Student_10757,Female,II,91.3,30.433333333333334,0.0
10758,Student_10758,Female,III,395.0,65.83333333333333,100.0
10759,Student_10759,Other,I,138.9,46.300000000000004,100.0
10760,Student_10760,Male,II,458.0,76.33333333333333,100.0
10761,Student_10761,Female,III,,,0.0
10762,Student_10762,Male,I,240.7,80.23333333333333,100.0
10763,Student_10763,Female,II,,,100.0
10764,Student_10764,Other,III,182.7,60.9,100.0
10765,Student_10765,Male,I,,,0.0
10766,Student_10766,Male,II,209.39999999999998,69.8,0.0
10767,Student_10767,Female,III,,,100.0
10768,Student_10768,Other,I,120.3,40.1,100.0
10769,Student_10769,Female,II,,,0.0
10770,Student_10770,Other,III,114.6,38.199999999999996,100.0
10771,Student_10771,Male,I,143.9,47.96666666666667,0.0
10772,Student_10772,Other,II,240.79999999999998,40.13333333333333,100.0
10773,Student_10773,Male,III,,,0.0
10774,Student_10774,Male,I,152.3,50.76666666666667,0.0
10775,Student_10775,Female,II,,,100.0
10776,Student_10776,Male,III,218.0,36.333333333333336,0.0
10777,Student_10777,Other,I,38.7,12.9,0.0
10778,Student_10778,Other,II,272.1,90.7,0.0
10779,Student_10779,Female,III,,,100.0
10780,Student_10780,Female,I,284.2,94.73333333333333,100.0
10781,Student_10781,Other,II,,,100.0
10782,Student_10782,Other,III,225.1,75.03333333333333,100.0
10783,Student_10783,Female,I,,,100.0
10784,Student_10784,Other,II,552.8,92.13333333333333,100.0
10785,Student_10785,Male,III,,,0.0
10786,Student_10786,Male,I,330.4,55.06666666666666,0.0
10787,Student_10787,Male,II,,,100.0
10788,Student_10788,Male,III,310.6,51.76666666666667,100.0
10789,Student_10789,Male,I,211.5,70.5,100.0
10790,Student_10790,Female,II,416.79999999999995,69.46666666666665,0.0
10791,Student_10791,Other,III,,,100.0
10792,Student_10792,Female,I,162.5,54.166666666666664,0.0
10793,Student_10793,Female,II,,,100.0
10794,Student_10794,Male,III,530.8,88.46666666666665,100.0
10795,Student_10795,Male,I,,,0.0
10796,Student_10796,Female,II,149.0,49.666666666666664,100.0
10797,Student_10797,Male,III,,,0.0
10798,Student_10798,Other,I,213.3,71.10000000000001,100.0
10799,Student_10799,Female,II,,,0.0
10800,Student_10800,Female,III,101.5,33.833333333333336,100.0
10801,Student_10801,Male,I,154.9,51.63333333333333,0.0
10802,Student_10802,Male,II,110.3,36.766666666666666,0.0
10803,Student_10803,Male,III,,,0.0
10804,Student_10804,Other,I,131.2,43.73333333333333,0.0
10805,Student_10805,Female,II,,,0.0
10806,Student_10806,Other,III,141.4,47.13333333333333,0.0
10807,Student_10807,Female,I,,,100.0
10808,Student_10808,Other,II,162.7,54.23333333333333,0.0
10809,Student_10809,Other,III,290.5,96.83333333333333,100.0
10810,Student_10810,Male,I,248.8,82.93333333333334,100.0
10811,Student_10811,Male,II,,,100.0
10812,Student_10812,Other,III,163.6,54.53333333333333,0.0
10813,Student_10813,Male,I,,,0.0
10814,Student_10814,Other,II,143.0,47.666666666666664,0.0
10815,Student_10815,Female,III,,,0.0
10816,Student_10816,Other,I,93.1,31.03333333333333,100.0
10817,Student_10817,Male,II,,,100.0
10818,Student_10818,Male,III,482.4,80.39999999999999,100.0
10819,Student_10819,Female,I,,,100.0
10820,Student_10820,Male,II,80.39999999999999,26.799999999999997,100.0
10821,Student_10821,Male,III,,,0.0
10822,Student_10822,Female,I,225.5,75.16666666666667,100.0
10823,Student_10823,Male,II,119.0,39.666666666666664,0.0
10824,Student_10824,Male,III,109.10000000000001,36.36666666666667,100.0
10825,Student_10825,Other,I,,,100.0
10826,Student_10826,Male,II,524.4,87.39999999999999,100.0
10827,Student_10827,Other,III,,,100.0
10828,Student_10828,Other,I,570.8,95.13333333333333,100.0
10829,Student_10829,Other,II,185.2,61.73333333333333,100.0
10830,Student_10830,Male,III,295.0,98.33333333333333,100.0
10831,Student_10831,Male,I,,,0.0
10832,Student_10832,Other,II,255.2,42.53333333333333,100.0
10833,Student_10833,Male,III,200.3,66.76666666666667,0.0
10834,Student_10834,Female,I,102.80000000000001,34.26666666666667,0.0
10835,Student_10835,Female,II,,,0.0
10836,Student_10836,Other,III,247.2,82.39999999999999,0.0
10837,Student_10837,Other,I,,,0.0
10838,Student_10838,Male,II,467.2,77.86666666666666,0.0
10839,Student_10839,Female,III,,,100.0
10840,Student_10840,Female,I,417.0,69.5,100.0
10841,Student_10841,Other,II,,,0.0
10842,Student_10842,Female,III,518.5999999999999,86.43333333333332,100.0
10843,Student_10843,Male,I,,,100.0
10844,Student_10844,Other,II,203.1,67.7,0.0
10845,Student_10845,Female,III,,,0.0
10846,Student_10846,Male,I,119.69999999999999,39.9,100.0
10847,Student_10847,Male,II,,,0.0
10848,Student_10848,Male,III,221.39999999999998,73.8,100.0
10849,Student_10849,Other,I,152.2,50.73333333333333,100.0
10850,Student_10850,Other,II,673.8,74.86666666666666,0.0
10851,Student_10851,Female,III,,,0.0
10852,Student_10852,Male,I,572.2,95.36666666666667,100.0
10853,Student_10853,Other,II,487.6,81.26666666666667,0.0
10854,Student_10854,Female,III,472.6,78.76666666666667,0.0
10855,Student_10855,Female,I,243.5,81.16666666666667,0.0
10856,Student_10856,Male,II,263.4,87.8,100.0
10857,Student_10857,Other,III,,,100.0
10858,Student_10858,Male,I,160.1,53.36666666666667,100.0
10859,Student_10859,Female,II,195.1,65.03333333333333,0.0
10860,Student_10860,Female,III,223.39999999999998,74.46666666666665,100.0
10861,Student_10861,Female,I,264.0,88.0,100.0
10862,Student_10862,Female,II,295.8,49.300000000000004,0.0
10863,Student_10863,Female,III,,,100.0
10864,Student_10864,Female,I,146.0,48.666666666666664,0.0
10865,Student_10865,Female,II,,,0.0
10866,Student_10866,Female,III,96.9,32.300000000000004,0.0
10867,Student_10867,Other,I,,,100.0
10868,Student_10868,Other,II,797.1,88.56666666666666,100.0
10869,Student_10869,Male,III,,,100.0
10870,Student_10870,Other,I,513.4000000000001,85.56666666666668,100.0
10871,Student_10871,Male,II,,,100.0
10872,Student_10872,Male,III,254.3,84.76666666666667,100.0
10873,Student_10873,Female,I,,,100.0
10874,Student_10874,Male,II,253.8,84.60000000000001,100.0
10875,Student_10875,Female,III,227.10000000000002,75.7,0.0
10876,Student_10876,Male,I,356.8,59.46666666666667,0.0
10877,Student_10877,Female,II,,,100.0
10878,Student_10878,Other,III,197.8,65.93333333333334,0.0
10879,Student_10879,Other,I,277.6,92.53333333333335,100.0
10880,Student_10880,Female,II,153.1,51.03333333333333,0.0
10881,Student_10881,Male,III,,,0.0
10882,Student_10882,Other,I,130.8,43.6,0.0
10883,Student_10883,Male,II,,,0.0
10884,Student_10884,Female,III,221.2,73.73333333333333,100.0
10885,Student_10885,Male,I,,,100.0
10886,Student_10886,Female,II,247.5,82.5,100.0
10887,Student_10887,Male,III,,,100.0
10888,Student_10888,Other,I,165.9,55.300000000000004,0.0
10889,Student_10889,Male,II,240.7,80.23333333333333,0.0
10890,Student_10890,Female,III,162.7,54.23333333333333,0.0
10891,Student_10891,Female,I,,,100.0
