Adm_No,Subject,Marks,Percentage,Term
8684,Science,54.2,48.9,Mid
61,Science,61.7,65.1,Final
9270,Science,52.6,57.7,Mid
13992,Science,57.3,71.1,Final
6682,Science,54.9,55.7,Mid
2896,Science,33.3,45.2,Final
12353,Science,24.2,33.7,Mid
11876,Science,48.2,52.4,Final
586,Science,53.2,42.7,Mid
5824,Science,58.9,57.6,Final
14507,Science,50.1,45.8,Mid
12153,Science,98.1,90.7,Final
11963,Science,90.2,71.7,Mid
535,Science,87.7,85.6,Final
3463,Science,29.7,28.3,Mid
4012,Science,37.7,51.4,Final
3399,Science,51.6,37.2,Mid
2156,Science,61.0,64.7,Final
5967,Science,91.4,85.8,Mid
7330,Science,49.1,51.4,Final
6958,Science,99.7,84.6,Mid
9197,Science,67.1,67.5,Final
10692,Science,96.0,100.0,Mid
5326,Science,70.0,64.7,Final
14926,Science,100.0,100.0,Mid
13328,Science,87.4,85.5,Final
8519,Science,86.3,76.7,Mid
4704,Science,41.2,62.0,Final
2707,Science,51.4,35.7,Mid
2,Science,68.8,61.3,Final
9226,Science,75.0,80.9,Mid
10674,Science,34.8,36.8,Final
8317,Science,23.0,31.3,Mid
1105,Science,76.0,100.0,Final
14821,Science,35.3,44.9,Mid
10892,Science,82.7,73.9,Final
1862,Science,67.5,67.6,Mid
5270,Science,51.8,51.4,Final
6944,Science,32.0,37.5,Mid
11113,Science,65.3,46.2,Final
8321,Science,84.7,80.4,Mid
438,Science,48.8,40.5,Final
4847,Science,96.7,86.1,Mid
10741,Science,38.7,39.1,Final
3130,Science,72.3,67.7,Mid
9414,Science,91.9,85.6,Final
14547,Science,98.2,78.1,Mid
8082,Science,59.7,63.0,Final
902,Science,78.8,91.0,Mid
14381,Science,63.8,63.1,Final
11361,Science,77.8,83.4,Mid
5399,Science,39.7,49.4,Final
6679,Science,92.7,86.7,Mid
5530,Science,54.8,60.7,Final
6605,Science,74.8,71.1,Mid
12679,Science,35.8,40.6,Final
3919,Science,80.4,82.4,Mid
1068,Science,100.0,90.2,Final
27,Science,92.8,82.5,Mid
6938,Science,80.6,91.3,Final
7265,Science,60.5,71.7,Mid
7119,Science,30.5,43.4,Final
548,Science,78.6,82.1,Mid
10861,Science,83.7,88.5,Final
8759,Science,88.5,78.6,Mid
8896,Science,82.2,82.1,Final
5339,Science,54.6,51.5,Mid
12473,Science,85.5,72.8,Final
3141,Science,81.2,80.6,Mid
7997,Science,62.3,52.9,Final
1591,Science,81.0,85.2,Mid
14202,Science,55.3,46.8,Final
7777,Science,39.8,49.9,Mid
4944,Science,88.7,79.9,Final
12887,Science,85.0,88.7,Mid
8998,Science,55.9,67.3,Final
7799,Science,47.6,56.4,Mid
3792,Science,61.6,60.2,Final
1358,Science,34.0,45.5,Mid
8093,Science,76.1,72.6,Final
3226,Science,57.6,57.5,Mid
11811,Science,46.3,39.8,Final
10319,Science,89.4,89.0,Mid
14915,Science,38.4,49.0,Final
14167,Science,69.0,44.9,Mid
2461,Science,84.2,84.7,Final
8738,Science,78.9,73.8,Mid
13921,Science,78.5,65.9,Final
14505,Science,96.5,99.1,Mid
2729,Science,61.4,60.9,Final
11927,Science,87.3,85.2,Mid
6727,Science,55.9,67.4,Final
10755,Science,63.6,51.8,Mid
7482,Science,73.2,55.9,Final
10272,Science,72.2,75.7,Mid
6431,Science,83.6,66.3,Final
10834,Science,41.0,39.6,Mid
3115,Science,43.0,49.2,Final
10119,Science,66.4,68.0,Mid
617,Science,100.0,100.0,Final
3645,Science,65.4,68.6,Mid
6414,Science,48.4,63.1,Final
1204,Science,90.8,84.5,Mid
9952,Science,74.7,96.9,Final
2566,Science,46.6,51.4,Mid
3175,Science,55.9,48.9,Final
3082,Science,50.9,49.3,Mid
2631,Science,70.5,81.2,Final
3162,Science,38.7,49.7,Mid
4322,Science,100.0,93.8,Final
8862,Science,46.5,58.6,Mid
14052,Science,50.4,45.2,Final
13205,Science,74.6,73.7,Mid
6270,Science,100.0,100.0,Final
7100,Science,67.3,69.4,Mid
7377,Science,57.5,58.9,Final
11361,Science,77.8,83.4,Mid
10314,Science,81.9,77.0,Final
13503,Science,57.6,75.8,Mid
4079,Science,42.0,30.7,Final
5802,Science,54.8,55.6,Mid
14131,Science,22.6,25.1,Final
14272,Science,89.8,79.6,Mid
4152,Science,63.5,56.8,Final
8912,Science,64.7,38.9,Mid
2601,Science,78.7,72.5,Final
6176,Science,71.8,69.4,Mid
11791,Science,90.8,90.9,Final
12862,Science,32.4,20.7,Mid
667,Science,52.3,59.3,Final
284,Science,29.6,28.0,Mid
5841,Science,78.3,70.1,Final
12096,Science,45.6,52.0,Mid
3566,Science,75.5,90.5,Final
10427,Science,81.8,99.0,Mid
4594,Science,91.1,84.1,Final
1466,Science,100.0,89.6,Mid
8322,Science,79.4,80.9,Final
4735,Science,87.6,87.7,Mid
6258,Science,100.0,100.0,Final
7367,Science,71.7,71.3,Mid
10253,Science,81.6,84.5,Final
3673,Science,46.2,34.0,Mid
7383,Science,55.0,61.4,Final
6588,Science,62.5,46.1,Mid
10687,Science,43.4,50.2,Final
13274,Science,78.3,96.0,Mid
993,Science,55.6,67.6,Final
6859,Science,48.9,39.9,Mid
2122,Science,54.5,56.8,Final
10777,Science,20.7,18.0,Mid
12389,Science,60.7,63.4,Final
2224,Science,93.4,89.8,Mid
4523,Science,33.1,38.5,Final
3189,Science,37.7,41.8,Mid
3238,Science,69.5,78.1,Final
4137,Science,61.0,70.3,Mid
12717,Science,67.9,62.3,Final
344,Science,46.6,47.9,Mid
12654,Science,100.0,95.5,Final
4705,Science,90.9,79.7,Mid
14993,Science,69.0,68.9,Final
4824,Science,71.5,66.7,Mid
10469,Science,13.2,38.7,Final
4921,Science,26.2,34.9,Mid
3202,Science,69.7,70.8,Final
5472,Science,54.7,72.6,Mid
889,Science,100.0,92.5,Final
10236,Science,90.3,100.0,Mid
9534,Science,100.0,97.9,Final
7128,Science,67.9,71.7,Mid
3721,Science,94.1,74.0,Final
2884,Science,56.1,60.3,Mid
13585,Science,,44.4,Final
4213,Science,70.9,71.5,Mid
6962,Science,62.2,56.5,Final
2416,Science,73.0,62.9,Mid
9310,Science,71.3,58.9,Final
12456,Science,50.8,44.9,Mid
3002,Science,59.4,56.9,Final
1739,Science,100.0,85.6,Mid
1365,Science,69.1,77.4,Final
2709,Science,79.9,88.1,Mid
12983,Science,100.0,81.2,Final
925,Science,76.3,82.3,Mid
152,Science,37.9,39.3,Final
8778,Science,84.4,86.2,Mid
8045,Science,42.7,45.8,Final
913,Science,65.1,87.6,Mid
2322,Science,36.9,35.9,Final
13866,Science,66.6,57.0,Mid
496,Science,52.4,50.7,Final
11988,Science,66.3,66.2,Mid
2149,Science,81.2,59.2,Final
557,Science,0.0,27.3,Mid
13394,Science,86.2,81.4,Final
1553,Science,74.0,87.6,Mid
2121,Science,58.0,49.0,Final
3086,Science,79.8,88.5,Mid
3505,Science,78.6,79.9,Final
157,Science,20.4,26.5,Mid
8927,Science,67.2,84.1,Final
14468,Science,71.1,76.8,Mid
7506,Science,97.3,93.2,Final
7163,Science,69.8,76.6,Mid
5524,Science,31.4,39.9,Final
7544,Science,70.3,86.2,Mid
8056,Science,57.5,69.6,Final
4655,Science,74.1,74.3,Mid
6251,Science,79.3,89.6,Final
14601,Science,64.2,59.5,Mid
11469,Science,47.7,32.8,Final
7247,Science,21.7,41.7,Mid
155,Science,37.1,46.8,Final
7951,Science,87.3,95.5,Mid
997,Science,61.3,49.5,Final
10487,Science,100.0,82.0,Mid
4627,Science,84.1,82.4,Final
2906,Science,64.1,74.8,Mid
14260,Science,31.9,32.8,Final
14874,Science,58.3,63.0,Mid
13017,Science,31.1,35.2,Final
9370,Science,74.3,72.8,Mid
154,Science,91.6,87.5,Final
7854,Science,75.3,69.7,Mid
12380,Science,80.8,66.9,Final
6482,Science,67.0,44.9,Mid
5600,Science,56.8,70.5,Final
1717,Science,75.8,74.5,Mid
11395,Science,54.4,40.2,Final
14786,Science,96.5,96.1,Mid
14305,Science,61.2,66.4,Final
11050,Science,38.1,37.3,Mid
787,Science,61.2,46.4,Final
4369,Science,77.9,73.3,Mid
14316,Science,73.7,84.1,Final
8097,Science,55.9,60.2,Mid
14924,Science,79.6,75.0,Final
4273,Science,76.4,85.4,Mid
3768,Science,75.8,75.8,Final
11071,Science,48.8,53.1,Mid
8835,Science,93.8,91.7,Final
5995,Science,39.9,41.2,Mid
7217,Science,100.0,96.1,Final
12855,Science,98.4,90.0,Mid
8858,Science,51.9,49.5,Final
3427,Science,57.1,46.1,Mid
3784,Science,80.8,85.3,Final
5428,Science,60.7,65.8,Mid
7012,Science,47.7,54.7,Final
8053,Science,87.8,71.3,Mid
3702,Science,98.9,90.9,Final
14087,Science,62.3,62.1,Mid
9262,Science,36.2,37.4,Final
2350,Science,63.5,59.6,Mid
7012,Science,47.7,54.7,Final
7056,Science,35.0,40.3,Mid
12696,Science,54.4,66.3,Final
1213,Science,68.2,72.5,Mid
6966,Science,50.7,50.2,Final
14142,Science,70.7,84.5,Mid
9345,Science,86.1,70.0,Final
6705,Science,27.8,23.7,Mid
7434,Science,9.1,29.0,Final
13430,Science,67.6,65.7,Mid
2512,Science,94.5,100.0,Final
144,Science,91.3,78.7,Mid
10682,Science,69.3,60.5,Final
7368,Science,54.4,51.1,Mid
3229,Science,100.0,89.4,Final
4583,Science,59.0,51.5,Mid
13148,Science,71.4,73.7,Final
11398,Science,69.6,83.1,Mid
6032,Science,65.4,68.1,Final
4244,Science,68.5,64.4,Mid
13648,Science,95.9,98.2,Final
11335,Science,64.4,61.4,Mid
11497,Science,95.3,96.4,Final
9550,Science,87.1,74.0,Mid
2714,Science,62.1,61.2,Final
4186,Science,71.8,71.8,Mid
9550,Science,87.1,74.0,Final
12487,Science,95.4,100.0,Mid
7329,Science,72.2,77.7,Final
4634,Science,100.0,93.1,Mid
3193,Science,57.7,49.4,Final
301,Science,86.9,90.9,Mid
724,Science,78.4,67.2,Final
5695,Science,34.9,51.8,Mid
3011,Science,84.1,94.6,Final
5556,Science,34.0,41.5,Mid
68,Science,100.0,82.4,Final
12029,Science,58.1,50.1,Mid
12186,Science,57.7,56.8,Final
2507,Science,100.0,95.4,Mid
1538,Science,72.2,59.4,Final
398,Science,37.5,32.1,Mid
12908,Science,82.0,87.8,Final
11550,Science,70.1,57.2,Mid
5681,Science,42.8,40.3,Final
9356,Science,100.0,84.7,Mid
4826,Science,75.7,78.3,Final
8748,Science,44.8,42.4,Mid
6049,Science,33.9,24.8,Final
3662,Science,69.0,49.0,Mid
9944,Science,56.6,45.3,Final
2942,Science,72.0,84.0,Mid
10850,Science,83.1,74.8,Final
10988,Science,88.6,91.3,Mid
10522,Science,75.0,63.6,Final
14997,Science,67.2,78.8,Mid
7068,Science,69.8,79.4,Final
5092,Science,57.9,75.7,Mid
10152,Science,69.1,74.2,Final
1602,Science,55.0,37.5,Mid
10986,Science,93.1,89.1,Final
1481,Science,97.1,90.5,Mid
6231,Science,85.5,79.8,Final
9295,Science,64.7,72.7,Mid
3277,Science,59.4,50.8,Final
6448,Science,68.1,83.5,Mid
5500,Science,91.1,77.6,Final
6274,Science,39.7,62.8,Mid
14932,Science,40.6,46.5,Final
1300,Science,26.7,33.0,Mid
5819,Science,92.4,90.6,Final
6702,Science,65.3,62.7,Mid
4995,Science,75.8,63.0,Final
13495,Science,51.9,65.8,Mid
12072,Science,55.1,62.7,Final
7490,Science,36.9,59.1,Mid
9728,Science,56.2,63.5,Final
8270,Science,66.2,75.0,Mid
2832,Science,72.5,90.1,Final
11603,Science,73.5,62.9,Mid
2722,Science,61.5,51.9,Final
11820,Science,89.0,89.2,Mid
1533,Science,68.2,56.4,Final
8430,Science,56.8,59.4,Mid
5254,Science,67.2,44.0,Final
1997,Science,80.3,90.4,Mid
5312,Science,61.0,50.4,Final
11620,Science,76.1,79.3,Mid
278,Science,78.2,58.1,Final
3090,Science,78.0,70.3,Mid
524,Science,75.6,91.1,Final
4276,Science,54.1,57.5,Mid
12411,Science,84.2,82.1,Final
5366,Science,64.6,33.8,Mid
14046,Science,52.0,49.1,Final
3123,Science,43.4,45.4,Mid
8168,Science,72.5,63.9,Final
5191,Science,86.7,72.4,Mid
4576,Science,78.5,79.7,Final
7728,Science,84.0,78.4,Mid
1798,Science,34.9,42.9,Final
2132,Science,49.5,57.3,Mid
7323,Science,61.2,60.2,Final
14901,Science,53.2,69.9,Mid
14955,Science,57.4,54.7,Final
6501,Science,63.2,66.3,Mid
816,Science,69.9,71.8,Final
10887,Science,73.6,86.6,Mid
8635,Science,64.6,60.1,Final
11333,Science,58.7,47.8,Mid
6667,Science,67.2,66.7,Final
143,Science,59.0,62.0,Mid
12480,Science,37.6,48.6,Final
1411,Science,82.0,67.6,Mid
12666,Science,69.8,68.0,Final
14917,Science,78.6,72.7,Mid
535,Science,87.7,85.6,Final
9909,Science,82.8,77.4,Mid
3365,Science,65.6,60.3,Final
1033,Science,65.4,71.3,Mid
3343,Science,27.2,42.3,Final
9603,Science,100.0,99.6,Mid
14429,Science,30.5,27.5,Final
6086,Science,46.7,48.3,Mid
14865,Science,74.8,80.9,Final
13466,Science,67.3,57.3,Mid
4501,Science,68.6,68.8,Final
1173,Science,44.8,42.8,Mid
9081,Science,57.9,39.8,Final
11531,Science,87.9,75.7,Mid
4518,Science,56.8,82.5,Final
8008,Science,95.1,92.7,Mid
1642,Science,51.8,59.6,Final
472,Science,81.2,75.0,Mid
2941,Science,82.8,85.3,Final
8739,Science,58.5,66.9,Mid
4727,Science,62.8,58.7,Final
11790,Science,38.6,38.9,Mid
7671,Science,33.1,51.3,Final
13326,Science,41.7,46.4,Mid
11018,Science,25.8,31.6,Final
3724,Science,33.6,42.1,Mid
14118,Science,40.7,46.3,Final
364,Science,68.2,78.2,Mid
10359,Science,82.6,81.2,Final
3310,Science,87.7,83.6,Mid
546,Science,79.9,88.2,Final
3241,Science,71.4,85.9,Mid
6666,Science,47.8,41.3,Final
12922,Science,42.6,45.4,Mid
1937,Science,75.3,82.6,Final
13969,Science,42.0,45.3,Mid
9155,Science,45.8,47.4,Final
11198,Science,94.5,87.4,Mid
11999,Science,100.0,96.2,Final
883,Science,28.5,34.5,Mid
3841,Science,100.0,100.0,Final
6924,Science,97.3,100.0,Mid
9063,Science,89.7,74.9,Final
4612,Science,65.9,68.8,Mid
11178,Science,39.6,45.8,Final
13709,Science,62.6,57.5,Mid
9058,Science,33.7,26.5,Final
14442,Science,69.1,74.6,Mid
5205,Science,33.6,40.6,Final
12502,Science,40.2,42.8,Mid
7289,Science,92.8,89.9,Final
3204,Science,69.4,71.7,Mid
11090,Science,48.4,68.1,Final
2245,Science,70.8,84.8,Mid
19,Science,69.9,59.2,Final
642,Science,4.2,33.5,Mid
3084,Science,51.3,52.0,Final
5201,Science,79.6,63.5,Mid
8522,Science,81.1,88.4,Final
866,Science,52.4,49.7,Mid
774,Science,86.9,85.9,Final
12680,Science,76.4,74.0,Mid
4733,Science,74.9,77.4,Final
10547,Science,76.6,85.7,Mid
11531,Science,87.9,75.7,Final
3519,Science,85.3,73.9,Mid
11135,Science,100.0,87.8,Final
6796,Science,81.1,82.3,Mid
6985,Science,71.5,57.0,Final
13314,Science,76.7,77.0,Mid
2568,Science,80.5,76.6,Final
1675,Science,32.8,54.3,Mid
10876,Science,55.5,62.6,Final
11573,Science,50.7,51.2,Mid
740,Science,56.1,53.2,Final
1546,Science,49.0,53.3,Mid
12757,Science,100.0,97.2,Final
10452,Science,,43.2,Mid
9328,Science,94.9,95.0,Final
5128,Science,44.4,40.5,Mid
6948,Science,41.1,48.3,Final
6621,Science,95.0,97.1,Mid
9066,Science,37.7,37.0,Final
4556,Science,20.9,35.4,Mid
10493,Science,41.0,66.2,Final
5646,Science,79.3,62.7,Mid
8944,Science,75.5,80.0,Final
13750,Science,65.9,54.3,Mid
14066,Science,60.9,45.8,Final
7125,Science,75.9,80.7,Mid
9046,Science,34.5,39.6,Final
3733,Science,52.8,48.1,Mid
2284,Science,79.4,70.7,Final
9522,Science,63.6,66.7,Mid
8670,Science,60.0,58.4,Final
10919,Science,45.1,45.5,Mid
11284,Science,83.4,84.0,Final
14552,Science,98.1,67.7,Mid
6999,Science,28.7,33.2,Final
12423,Science,54.2,50.6,Mid
13441,Science,16.5,20.5,Final
12698,Science,74.9,74.5,Mid
13734,Science,41.4,42.2,Final
5414,Science,66.9,70.1,Mid
1270,Science,44.4,46.1,Final
7869,Science,61.0,63.3,Mid
13868,Science,59.0,52.6,Final
12374,Science,33.4,39.2,Mid
2604,Science,58.9,63.9,Final
5962,Science,38.0,42.4,Mid
9662,Science,92.5,80.8,Final
8570,Science,62.8,70.7,Mid
7558,Science,78.9,73.0,Final
1681,Science,93.7,86.3,Mid
13363,Science,60.4,46.0,Final
8434,Science,55.3,65.1,Mid
9112,Science,82.7,88.0,Final
5683,Science,60.6,55.8,Mid
14602,Science,63.9,70.4,Final
8085,Science,64.7,52.6,Mid
5368,Science,62.6,73.5,Final
70,Science,57.2,57.1,Mid
3925,Science,84.1,80.2,Final
6201,Science,82.0,99.1,Mid
13694,Science,74.5,70.6,Final
10279,Science,42.5,47.8,Mid
2008,Science,71.9,81.9,Final
8993,Science,57.4,55.7,Mid
13330,Science,49.7,46.1,Final
8120,Science,87.3,87.4,Mid
2780,Science,90.4,100.0,Final
4921,Science,,34.9,Mid
756,Science,25.0,28.0,Final
6496,Science,39.2,52.0,Mid
10188,Science,40.9,40.6,Final
5936,Science,69.0,75.4,Mid
9514,Science,47.0,49.5,Final
2331,Science,46.0,49.1,Mid
5706,Science,24.0,26.5,Final
8302,Science,56.0,45.4,Mid
1017,Science,43.6,33.4,Final
7348,Science,96.0,81.4,Mid
14250,Science,53.3,59.4,Final
14880,Science,78.8,88.2,Mid
14058,Science,74.0,82.4,Final
12058,Science,54.4,57.1,Mid
8217,Science,51.9,74.0,Final
4939,Science,64.3,60.9,Mid
2839,Science,70.4,54.7,Final
738,Science,69.5,75.0,Mid
6201,Science,82.0,99.1,Final
8372,Science,57.8,75.8,Mid
232,Science,63.3,70.5,Final
1918,Science,86.2,83.6,Mid
8535,Science,80.7,89.7,Final
12765,Science,100.0,97.4,Mid
5919,Science,49.4,41.3,Final
2624,Science,54.1,46.8,Mid
8647,Science,85.5,76.2,Final
13544,Science,34.9,26.2,Mid
12577,Science,59.9,59.0,Final
13525,Science,95.1,85.0,Mid
6402,Science,72.6,75.1,Final
12818,Science,27.5,38.8,Mid
7073,Science,50.1,62.2,Final
2277,Science,54.0,47.0,Mid
7394,Science,75.4,88.8,Final
8788,Science,50.5,51.6,Mid
3875,Science,84.1,71.8,Final
4531,Science,71.5,70.1,Mid
13170,Science,44.4,49.0,Final
7165,Science,17.7,24.0,Mid
14070,Science,50.4,64.5,Final
4498,Science,36.8,40.5,Mid
10862,Science,43.7,51.6,Final
7934,Science,48.0,36.1,Mid
2136,Science,85.0,76.3,Final
6728,Science,87.0,81.3,Mid
12157,Science,62.6,42.2,Final
1566,Science,79.9,91.7,Mid
309,Science,21.1,39.1,Final
8535,Science,80.7,89.7,Mid
8628,Science,86.6,96.2,Final
8369,Science,45.3,35.1,Mid
139,Science,71.3,67.6,Final
194,Science,88.5,84.1,Mid
3258,Science,52.6,46.6,Final
3236,Science,54.5,69.4,Mid
13473,Science,45.6,41.1,Final
943,Science,57.1,54.7,Mid
4621,Science,48.0,50.2,Final
12072,Science,55.1,62.7,Mid
5721,Science,49.5,38.9,Final
11306,Science,54.0,52.7,Mid
11155,Science,35.6,43.5,Final
6354,Science,63.3,63.3,Mid
13029,Science,25.0,38.9,Final
4958,Science,45.7,49.6,Mid
9146,Science,47.7,52.7,Final
9495,Science,85.6,82.8,Mid
13563,Science,71.9,75.1,Final
3382,Science,82.1,83.2,Mid
5840,Science,31.6,39.9,Final
2881,Science,47.8,58.8,Mid
10380,Science,22.8,35.0,Final
4888,Science,92.8,93.6,Mid
546,Science,79.9,88.2,Final
14133,Science,45.7,60.9,Mid
13305,Science,64.9,62.8,Final
1928,Science,59.6,60.3,Mid
13842,Science,48.3,47.8,Final
4153,Science,69.5,84.9,Mid
14448,Science,41.1,41.8,Final
5,Science,32.7,25.4,Mid
11674,Science,66.2,69.9,Final
5534,Science,41.5,55.5,Mid
11446,Science,88.7,81.7,Final
9555,Science,63.0,61.2,Mid
10013,Science,84.3,65.7,Final
5379,Science,30.7,52.0,Mid
6234,Science,69.8,57.1,Final
2664,Science,61.6,64.0,Mid
11131,Science,77.0,63.1,Final
9466,Science,92.7,95.7,Mid
3327,Science,46.6,49.5,Final
3660,Science,40.2,56.1,Mid
11138,Science,84.2,72.8,Final
11211,Science,68.1,47.4,Mid
1132,Science,38.9,43.5,Final
4764,Science,49.4,53.9,Mid
6738,Science,44.0,48.6,Final
10829,Science,62.5,62.0,Mid
14821,Science,35.3,44.9,Final
11222,Science,54.9,69.3,Mid
11212,Science,58.4,57.6,Final
13570,Science,54.6,47.7,Mid
14975,Science,42.1,50.3,Final
5093,Science,88.1,74.7,Mid
6023,Science,37.0,52.0,Final
12570,Science,57.4,70.1,Mid
3160,Science,32.8,39.0,Final
13516,Science,20.6,37.0,Mid
6160,Science,59.7,51.5,Final
7319,Science,63.8,67.6,Mid
13224,Science,65.7,59.9,Final
8446,Science,60.9,62.3,Mid
5308,Science,51.2,45.8,Final
8521,Science,87.7,81.5,Mid
10784,Science,88.3,90.0,Final
11023,Science,43.5,52.1,Mid
3045,Science,63.8,42.2,Final
9613,Science,63.4,72.3,Mid
5637,Science,33.2,32.8,Final
11594,Science,61.7,56.4,Mid
2893,Science,25.7,31.9,Final
5289,Science,47.1,39.8,Mid
5813,Science,37.5,65.9,Final
14702,Science,53.8,45.8,Mid
13490,Science,52.1,59.6,Final
655,Science,69.1,71.9,Mid
5482,Science,100.0,100.0,Final
760,Science,71.4,93.3,Mid
6783,Science,47.5,51.9,Final
1799,Science,61.3,77.3,Mid
5160,Science,85.8,82.5,Final
11164,Science,66.5,82.6,Mid
12704,Science,57.0,60.8,Final
11619,Science,46.1,48.5,Mid
8447,Science,57.6,57.3,Final
5263,Science,42.2,41.7,Mid
3824,Science,82.0,80.5,Final
1877,Science,77.5,75.5,Mid
10950,Science,89.3,86.0,Final
10817,Science,42.9,46.2,Mid
13188,Science,100.0,84.7,Final
6155,Science,72.3,70.7,Mid
7788,Science,92.0,70.7,Final
12314,Science,74.2,72.2,Mid
11197,Science,49.7,36.8,Final
4517,Science,79.4,84.8,Mid
3735,Science,44.5,56.5,Final
9437,Science,49.0,57.7,Mid
5973,Science,95.1,80.0,Final
6640,Science,89.3,89.2,Mid
5357,Science,34.0,36.0,Final
6381,Science,46.0,46.2,Mid
1009,Science,84.7,93.9,Final
4315,Science,44.6,48.4,Mid
9703,Science,73.2,72.2,Final
10152,Science,69.1,74.2,Mid
2509,Science,33.4,39.5,Final
4759,Science,24.4,25.6,Mid
2683,Science,53.0,61.9,Final
7312,Science,84.9,83.2,Mid
990,Science,54.6,67.3,Final
12477,Science,43.0,47.7,Mid
8447,Science,57.6,57.3,Final
12356,Science,51.0,49.1,Mid
4712,Science,100.0,100.0,Final
6480,Science,39.5,34.9,Mid
6965,Science,61.6,73.1,Final
13162,Science,39.3,36.1,Mid
14636,Science,53.4,54.8,Final
8076,Science,27.6,35.6,Mid
13914,Science,59.4,45.1,Final
4453,Science,68.4,53.9,Mid
8448,Science,100.0,98.3,Final
1008,Science,76.8,74.9,Mid
6497,Science,100.0,95.9,Final
9948,Science,91.0,74.5,Mid
7689,Science,18.5,23.2,Final
10764,Science,54.6,69.5,Mid
3909,Science,74.4,75.1,Final
11190,Science,61.0,51.5,Mid
2804,Science,69.1,70.1,Final
11958,Science,51.0,39.2,Mid
4380,Science,51.9,44.6,Final
11576,Science,29.3,49.6,Mid
99,Science,50.4,39.9,Final
8389,Science,66.1,55.4,Mid
10722,Science,65.8,64.1,Final
878,Science,46.3,50.1,Mid
1869,Science,85.1,82.4,Final
14951,Science,26.1,39.8,Mid
2666,Science,67.9,65.5,Final
1389,Science,37.1,49.3,Mid
2416,Science,73.0,62.9,Final
8762,Science,26.1,40.5,Mid
2638,Science,67.7,76.9,Final
7243,Science,66.5,84.8,Mid
9258,Science,89.8,82.9,Final
8614,Science,45.5,52.9,Mid
2884,Science,56.1,60.3,Final
1205,Science,51.6,49.4,Mid
545,Science,55.8,74.3,Final
12359,Science,45.7,52.9,Mid
11832,Science,44.8,59.5,Final
1224,Science,65.3,59.5,Mid
3173,Science,56.2,47.6,Final
8960,Science,27.1,34.4,Mid
6451,Science,74.3,76.0,Final
11850,Science,91.0,81.4,Mid
13995,Science,59.3,61.7,Final
6521,Science,85.3,90.4,Mid
655,Science,69.1,71.9,Final
6822,Science,74.5,64.8,Mid
2447,Science,34.6,26.4,Final
5893,Science,72.3,70.1,Mid
8413,Science,36.1,38.5,Final
3667,Science,46.8,51.6,Mid
4278,Science,92.4,76.8,Final
4403,Science,35.9,48.0,Mid
2570,Science,63.7,59.5,Final
5516,Science,74.8,66.0,Mid
9206,Science,77.3,51.8,Final
10244,Science,18.4,31.8,Mid
3986,Science,36.5,45.6,Final
13136,Science,92.9,84.1,Mid
8168,Science,72.5,63.9,Final
13092,Science,86.1,92.2,Mid
7449,Science,93.2,91.3,Final
4311,Science,80.0,68.7,Mid
3020,Science,60.2,69.3,Final
3682,Science,26.8,21.1,Mid
9636,Science,67.9,63.6,Final
4197,Science,38.0,37.8,Mid
11203,Science,63.2,66.2,Final
573,Science,53.2,52.0,Mid
9525,Science,69.4,71.3,Final
4754,Science,47.1,54.7,Mid
7083,Science,93.1,99.0,Final
4003,Science,46.2,63.4,Mid
5630,Science,79.1,84.8,Final
11327,Science,67.4,57.5,Mid
13945,Science,66.0,82.2,Final
12279,Science,84.1,81.0,Mid
8418,Science,55.6,67.6,Final
4201,Science,43.3,44.7,Mid
1998,Science,100.0,98.1,Final
8964,Science,63.1,49.5,Mid
7423,Science,21.8,34.1,Final
4525,Science,63.3,72.5,Mid
8626,Science,56.1,53.3,Final
13519,Science,36.2,46.9,Mid
11292,Science,100.0,92.7,Final
10922,Science,44.0,54.8,Mid
3408,Science,39.6,39.3,Final
6732,Science,58.6,70.0,Mid
7796,Science,86.3,85.7,Final
11333,Science,58.7,47.8,Mid
9058,Science,33.7,26.5,Final
2794,Science,43.9,40.0,Mid
7335,Science,56.1,60.4,Final
2912,Science,64.6,71.4,Mid
7953,Science,84.6,91.7,Final
2416,Science,73.0,62.9,Mid
251,Science,99.7,87.5,Final
4952,Science,74.0,69.8,Mid
8099,Science,19.8,39.8,Final
11950,Science,31.4,35.4,Mid
5290,Science,75.3,61.8,Final
8103,Science,65.1,56.0,Mid
7258,Science,59.1,54.1,Final
12849,Science,87.8,89.1,Mid
5566,Science,40.4,48.5,Final
6438,Science,29.3,41.7,Mid
9111,Science,53.5,55.9,Final
1174,Science,51.9,40.9,Mid
11396,Science,66.8,80.0,Final
8625,Science,44.8,32.4,Mid
14395,Science,59.9,57.1,Final
13257,Science,63.6,56.6,Mid
836,Science,95.9,86.9,Final
10439,Science,58.2,34.8,Mid
2263,Science,85.6,92.0,Final
9090,Science,74.8,74.5,Mid
11825,Science,60.3,71.1,Final
4568,Science,52.1,53.6,Mid
3816,Science,78.1,69.4,Final
247,Science,71.9,69.1,Mid
2430,Science,94.3,88.9,Final
9183,Science,65.3,73.8,Mid
11503,Science,88.7,72.2,Final
9119,Science,69.9,70.1,Mid
11631,Science,46.8,66.9,Final
5288,Science,95.0,93.6,Mid
2608,Science,90.0,86.1,Final
9267,Science,59.9,66.6,Mid
5931,Science,67.1,62.1,Final
4023,Science,74.2,81.7,Mid
11992,Science,61.4,77.0,Final
